production_budget_usd,worldwide_gross_usd
80000000.00,168311558.00
29000000.00,168841459.00
40000000.00,168904682.00
30000000.00,169173206.00
100000000.00,169296573.00
90000000.00,169400000.00
40000000.00,169590606.00
17500000.00,169955142.00
132900000.00,170024300.00
60000000.00,170200225.00
45000000.00,170362581.00
30000000.00,170466405.00
7000000.00,170549753.00
80000000.00,170805525.00
100000000.00,170936470.00
50000000.00,171269535.00
25000000.00,171302226.00
40000000.00,171317271.00
100000000.00,171377916.00
20000000.00,171685793.00
110000000.00,172022517.00
50000000.00,172246223.00
24000000.00,172363301.00
60000000.00,172450423.00
70000000.00,172543519.00
30000000.00,172778667.00
10000000.00,172811971.00
65000000.00,172825854.00
70000000.00,172878928.00
42000000.00,173044410.00
15000000.00,173046663.00
33000000.00,173559438.00
37000000.00,173567581.00
85000000.00,173613482.00
50000000.00,173671418.00
175000000.00,174131329.00
10350000.00,174201661.00
45000000.00,174278214.00
55000000.00,174463257.00
45000000.00,174807445.00
35000000.00,175361578.00
20000000.00,175507800.00
22000000.00,175516617.00
70000000.00,175807183.00
60000000.00,175863783.00
163000000.00,176038324.00
72000000.00,176101721.00
60000000.00,176262839.00
26000000.00,176276839.00
55000000.00,176469428.00
30000000.00,176885658.00
13900000.00,176980863.00
30000000.00,177025498.00
15000000.00,177200000.00
110000000.00,177241171.00
17000000.00,177535958.00
40000000.00,177835231.00
80000000.00,177993801.00
45000000.00,178100000.00
115000000.00,178200000.00
50000000.00,178503788.00
40000000.00,178710620.00
53000000.00,179200588.00
78000000.00,179265204.00
149000000.00,179357126.00
50000000.00,179769457.00
180000000.00,180047784.00
65000000.00,180148897.00
80000000.00,180188905.00
80000000.00,180585259.00
20000000.00,180790756.00
25000000.00,180856996.00
20000000.00,180998716.00
80000000.00,181038616.00
40000000.00,181053657.00
30000000.00,181489203.00
160000000.00,181674817.00
179000000.00,181982519.00
35000000.00,182291969.00
38000000.00,182365114.00
80000000.00,182782518.00
20000000.00,183097323.00
97000000.00,183124621.00
17000000.00,183316455.00
70000000.00,183353431.00
80000000.00,183354514.00
75000000.00,184327308.00
14000000.00,185400000.00
85000000.00,185708462.00
45000000.00,185736412.00
50000000.00,185798265.00
26000000.00,185904750.00
90000000.00,186049020.00
50000000.00,186450317.00
60000000.00,186883563.00
138000000.00,186976250.00
10000000.00,187281115.00
40000000.00,187384627.00
27500000.00,187500000.00
29000000.00,187707495.00
91000000.00,187861183.00
45000000.00,187995859.00
63000000.00,188657593.00
58000000.00,188715611.00
66000000.00,189176423.00
55000000.00,189624452.00
22000000.00,189800000.00
50000000.00,190023573.00
99000000.00,190131036.00
23000000.00,190191646.00
40000000.00,190212113.00
77000000.00,190376181.00
54000000.00,190400000.00
90000000.00,191145256.00
40000000.00,191200000.00
90000000.00,191200000.00
30000000.00,191502246.00
82000000.00,191558505.00
85000000.00,191932158.00
55000000.00,192903624.00
68000000.00,193500000.00
36000000.00,193737977.00
41000000.00,193780288.00
60000000.00,194058503.00
66000000.00,194169619.00
150000000.00,195080579.00
40000000.00,195111193.00
60000000.00,195194085.00
28000000.00,195300000.00
56000000.00,195484552.00
19500000.00,195790794.00
48000000.00,196308367.00
75000000.00,196320329.00
60000000.00,196439693.00
55000000.00,196565669.00
40000000.00,197115710.00
75000000.00,197504758.00
60000000.00,197578586.00
30000000.00,197593152.00
30000000.00,197618160.00
195000000.00,197687603.00
35000000.00,197692062.00
56000000.00,198006880.00
55000000.00,198750909.00
60000000.00,199043309.00
140000000.00,199646680.00
24000000.00,200179954.00
30000000.00,200500000.00
60000000.00,200700000.00
90000000.00,200859554.00
26000000.00,201324422.00
7000000.00,201463574.00
82000000.00,201716850.00
26000000.00,202000000.00
13500000.00,202000000.00
50000000.00,202173000.00
28000000.00,202182981.00
70000000.00,202726605.00
42000000.00,202812429.00
75000000.00,202822861.00
90000000.00,202910991.00
140000000.00,203018919.00
47000000.00,203127894.00
25000000.00,203605427.00
10700000.00,203628947.00
90000000.00,203653524.00
90000000.00,203932174.00
80000000.00,204774690.00
85000000.00,205190324.00
38000000.00,205298907.00
34000000.00,205312666.00
40000000.00,205400000.00
150000000.00,205440387.00
52000000.00,205727307.00
35000000.00,205822688.00
78000000.00,206455420.00
38000000.00,206458372.00
60000000.00,206598789.00
170000000.00,206627518.00
5000000.00,207039844.00
70000000.00,207068340.00
70000000.00,207154748.00
62000000.00,207500000.00
17000000.00,207765056.00
50000000.00,208094550.00
20000000.00,208265198.00
48000000.00,208300000.00
110000000.00,208370892.00
85000000.00,208542162.00
20000000.00,208900376.00
72000000.00,209045244.00
42000000.00,209065465.00
100000000.00,209461378.00
31000000.00,210300000.00
80000000.00,210315681.00
75000000.00,211562435.00
66000000.00,211700000.00
65000000.00,211739043.00
125000000.00,211856088.00
100000000.00,212026975.00
55000000.00,212200000.00
102500000.00,212282709.00
30000000.00,212400000.00
35000000.00,212417601.00
30000000.00,212453431.00
8000000.00,212911910.00
135000000.00,212912137.00
100000000.00,212956024.00
56200000.00,213116401.00
25000000.00,213120004.00
45000000.00,213420951.00
70000000.00,213463976.00
75000000.00,213500000.00
15000000.00,213514672.00
50000000.00,213591522.00
80000000.00,213682073.00
60000000.00,214357371.00
55000000.00,214392904.00
50000000.00,214949716.00
80000000.00,214974953.00
130000000.00,215080810.00
180000000.00,215098356.00
110000000.00,215300000.00
19000000.00,215448997.00
40000000.00,215862692.00
50000000.00,216564840.00
15000000.00,216600000.00
50000000.00,217194805.00
68000000.00,217214143.00
60000000.00,217370736.00
52000000.00,217569328.00
60000000.00,217670152.00
160000000.00,217986320.00
35000000.00,218535708.00
60000000.00,218613188.00
75000000.00,218673959.00
110000000.00,218853353.00
27500000.00,219265952.00
75000000.00,219519367.00
200000000.00,219535492.00
70000000.00,220241723.00
55000000.00,220648184.00
100000000.00,220796009.00
6000000.00,221148959.00
175000000.00,221229335.00
65000000.00,221297061.00
32000000.00,221464732.00
80000000.00,221468935.00
75000000.00,221594911.00
50000000.00,222383055.00
82500000.00,222640812.00
95000000.00,223050874.00
50000000.00,223564608.00
80000000.00,224117573.00
175000000.00,224271532.00
97600000.00,224451702.00
85000000.00,224614744.00
40000000.00,224922135.00
10000000.00,225925989.00
50000000.00,225990976.00
80000000.00,226739416.00
25000000.00,226941585.00
44500000.00,227140757.00
120000000.00,227163273.00
15000000.00,227740463.00
42000000.00,227793915.00
34000000.00,228104185.00
27000000.00,228517113.00
30000000.00,228641283.00
144000000.00,229008658.00
110000000.00,229155503.00
20000000.00,229375361.00
120000000.00,229545589.00
43000000.00,229727774.00
7000000.00,231450102.00
35000000.00,231710008.00
25000000.00,231771716.00
30000000.00,231928227.00
112000000.00,232017848.00
65000000.00,232585748.00
103300000.00,232643008.00
65000000.00,233700000.00
100000000.00,234400000.00
12000000.00,234723148.00
25000000.00,234981342.00
90000000.00,235900000.00
76000000.00,236410607.00
21000000.00,236412453.00
33000000.00,236500000.00
50000000.00,236799211.00
100000000.00,236827677.00
80000000.00,237370350.00
82500000.00,237685089.00
24000000.00,237814327.00
50000000.00,238059569.00
30000000.00,238099711.00
150000000.00,238202668.00
125000000.00,238317814.00
97000000.00,238521247.00
60000000.00,238524556.00
90000000.00,239373970.00
16400000.00,239500000.00
14000000.00,239606210.00
70000000.00,239814025.00
65000000.00,240647629.00
125000000.00,240759682.00
80000000.00,241200000.00
50000000.00,242757137.00
120000000.00,242981799.00
45000000.00,243180937.00
100000000.00,243388614.00
90000000.00,244041804.00
40000000.00,244088654.00
137000000.00,245031679.00
35000000.00,245300000.00
135000000.00,245328374.00
135000000.00,245724600.00
41000000.00,245768384.00
80000000.00,245800000.00
30000000.00,246100000.00
200000000.00,246356895.00
16000000.00,246400000.00
20000000.00,246999039.00
80000000.00,247023808.00
16000000.00,247474497.00
60000000.00,247812011.00
73243106.00,248099143.00
48000000.00,248218486.00
45000000.00,248282570.00
100000000.00,249488115.00
90000000.00,249517956.00
99000000.00,250091610.00
80000000.00,250200000.00
185000000.00,250372367.00
85000000.00,250649836.00
70000000.00,250700000.00
65000000.00,250800000.00
130000000.00,251499665.00
60000000.00,252091016.00
35000000.00,252276928.00
110000000.00,252994560.00
60000000.00,253555383.00
5000000.00,253875477.00
11800000.00,254737428.00
65000000.00,255000000.00
10000000.00,255490178.00
20000000.00,256169079.00
180000000.00,256585882.00
6500000.00,256862920.00
71682975.00,257641634.00
50000000.00,257805243.00
40000000.00,257858943.00
50000000.00,257972745.00
31000000.00,258210860.00
117000000.00,258751370.00
55000000.00,258787216.00
185000000.00,259349234.00
90000000.00,259736090.00
225000000.00,260002115.00
80000000.00,260700012.00
65000000.00,261400000.00
18000000.00,261443242.00
65000000.00,262758310.00
100000000.00,262794441.00
30000000.00,263502914.00
110000000.00,263880341.00
50000000.00,263894551.00
95000000.00,263898761.00
60000000.00,264118201.00
175000000.00,264246220.00
137500000.00,265573859.00
61000000.00,265878536.00
80000000.00,266685242.00
80000000.00,266824291.00
70000000.00,267200000.00
37000000.00,267816276.00
100000000.00,267985456.00
82000000.00,268268174.00
140000000.00,268314513.00
7000000.00,268500000.00
105000000.00,269065678.00
145000000.00,269806430.00
42000000.00,270340892.00
18000000.00,270944428.00
105000000.00,270997378.00
75000000.00,272223430.00
19000000.00,273079182.00
130000000.00,273271982.00
94000000.00,273330185.00
65000000.00,273346281.00
90000000.00,273477501.00
50000000.00,273552592.00
55000000.00,273814019.00
78000000.00,274392649.00
11000000.00,274392880.00
25000000.00,274543085.00
20000000.00,275726716.00
85000000.00,276014965.00
84000000.00,276294164.00
20000000.00,276665036.00
170000000.00,276928112.00
19000000.00,277200000.00
100000000.00,278731369.00
5000000.00,278964806.00
26000000.00,279500000.00
125000000.00,280355920.00
25000000.00,281527158.00
55000000.00,282300000.00
263700000.00,282778100.00
30000000.00,283200000.00
40000000.00,283218368.00
140000000.00,285400000.00
120000000.00,286192091.00
8200000.00,286214286.00
30000000.00,286500000.00
135000000.00,286896578.00
150000000.00,287594577.00
29000000.00,287625468.00
120000000.00,287916633.00
90000000.00,288693989.00
120000000.00,289480691.00
32500000.00,289632023.00
90000000.00,289660619.00
111000000.00,289838913.00
130000000.00,290650494.00
60000000.00,290701374.00
155000000.00,290930148.00
150000000.00,292817841.00
71500000.00,294156605.00
95000000.00,294680778.00
110000000.00,295075882.00
30000000.00,295212467.00
57500000.00,295874190.00
110000000.00,295986876.00
63000000.00,296338663.00
75000000.00,296872367.00
70000000.00,297115976.00
105000000.00,298815224.00
46000000.00,298923419.00
80000000.00,299461782.00
85000000.00,299477886.00
170000000.00,300150546.00
55000000.00,300200000.00
44000000.00,300400000.00
70000000.00,300854823.00
110000000.00,302239672.00
175000000.00,302469017.00
45000000.00,302710615.00
90000000.00,303500000.00
92000000.00,304249198.00
125000000.00,304868961.00
9500000.00,305149461.00
150000000.00,305270083.00
15000000.00,305384865.00
35000000.00,305705794.00
90000000.00,306011347.00
30000000.00,306770545.00
145000000.00,306900902.00
12000000.00,307166834.00
40000000.00,307260704.00
55000000.00,307311093.00
70000000.00,308700000.00
150000000.00,310043823.00
70000000.00,310138178.00
40000000.00,310475892.00
61000000.00,310566162.00
100000000.00,310650574.00
80000000.00,310660018.00
85000000.00,311001124.00
74000000.00,311013181.00
85000000.00,311744465.00
100000000.00,311979256.00
170000000.00,312183437.00
35000000.00,312383487.00
20000000.00,312755215.00
220000000.00,313477717.00
40000000.00,314101190.00
50000000.00,314111923.00
40000000.00,314709717.00
85000000.00,315268353.00
190000000.00,315709697.00
15000000.00,316300000.00
70000000.00,316915264.00
78000000.00,317668058.00
20000000.00,317886012.00
79000000.00,318146162.00
23000000.00,319543432.00
35000000.00,319700000.00
150000000.00,319713881.00
14000000.00,320100000.00
130000000.00,321887208.00
25000000.00,322197132.00
210000000.00,322459006.00
100000000.00,325500000.00
40000000.00,325785782.00
35000000.00,326073155.00
48000000.00,327656424.00
150000000.00,328015029.00
30000000.00,328125643.00
8800000.00,328203506.00
90000000.00,328325007.00
120000000.00,328711434.00
160000000.00,329631958.00
55000000.00,330425040.00
110000000.00,330780051.00
13000000.00,331266710.00
100000000.00,331323410.00
50000000.00,331333876.00
40000000.00,331971881.00
28000000.00,333080271.00
87500000.00,333132750.00
187500000.00,333771037.00
150000000.00,334486852.00
185000000.00,335802233.00
65000000.00,335802271.00
75000000.00,336069511.00
17000000.00,336151692.00
200000000.00,336359676.00
100000000.00,336529144.00
110000000.00,339504276.00
85000000.00,340384141.00
20000000.00,340800479.00
75000000.00,342416460.00
75000000.00,342769200.00
80000000.00,343397247.00
125000000.00,344150134.00
85000000.00,345033359.00
123000000.00,345141403.00
55000000.00,345922730.00
55000000.00,347100000.00
50000000.00,347132280.00
90000000.00,347425832.00
34000000.00,348319861.00
110000000.00,348547523.00
105000000.00,348629585.00
180000000.00,348902025.00
80000000.00,349088523.00
80000000.00,349464664.00
130000000.00,349558438.00
87000000.00,350100280.00
67500000.00,350976753.00
70000000.00,351500000.00
18000000.00,351620129.00
40000000.00,351774938.00
73000000.00,352327887.00
130000000.00,352831065.00
170000000.00,353166307.00
190000000.00,353640419.00
44000000.00,353715317.00
127000000.00,353756621.00
160000000.00,355408305.00
52000000.00,355612291.00
127500000.00,356148063.00
15000000.00,356258047.00
60000000.00,356429941.00
15000000.00,356799634.00
100000000.00,358420725.00
45000000.00,358500000.00
102000000.00,358824714.00
20000000.00,358994850.00
56000000.00,359295591.00
150000000.00,360651380.00
135000000.00,361730660.00
103000000.00,362000072.00
100000000.00,362211740.00
55000000.00,362605033.00
110000000.00,362989076.00
85000000.00,363064265.00
45000000.00,363095319.00
22000000.00,363391647.00
85000000.00,363664533.00
42000000.00,363718196.00
30000000.00,364543951.00
100000000.00,365300000.00
200000000.00,365491792.00
93000000.00,365900000.00
90000000.00,366101666.00
55000000.00,366784257.00
132000000.00,366942531.00
205000000.00,367262558.00
20000000.00,367452079.00
150000000.00,368269061.00
61000000.00,368567189.00
22000000.00,369884651.00
178000000.00,370541256.00
140000000.00,370569776.00
75000000.00,371917043.00
55000000.00,371985018.00
130000000.00,373993951.00
65000000.00,374105123.00
90000000.00,374551021.00
90000000.00,374580405.00
150000000.00,374825760.00
5000000.00,374890034.00
140000000.00,375740705.00
125000000.00,376000000.00
45000000.00,377807404.00
85000000.00,378505812.00
55000000.00,381398492.00
175000000.00,381687380.00
110000000.00,382288147.00
170000000.00,383299915.00
175000000.00,383541369.00
14000000.00,383825427.00
165000000.00,384169424.00
85000000.00,385000317.00
19000000.00,385524118.00
130000000.00,385997896.00
65000000.00,386116343.00
140000000.00,386839614.00
6000000.00,387508737.00
100000000.00,389918903.00
50000000.00,390500000.00
232000000.00,391081192.00
275000000.00,393151347.00
75000000.00,395414125.00
150000000.00,399387745.00
200000000.00,400062763.00
170000000.00,401021746.00
170000000.00,401779739.00
105000000.00,402156682.00
150000000.00,402231063.00
37000000.00,402280159.00
125000000.00,402448265.00
94000000.00,404561724.00
175000000.00,405760225.00
125000000.00,406348630.00
70702619.00,408250578.00
104000000.00,408803696.00
195000000.00,409953905.00
25000000.00,410945720.00
190000000.00,411002906.00
35000000.00,411348924.00
25000000.00,412800000.00
57500000.00,415247258.00
120000000.00,416168316.00
80000000.00,416385488.00
115000000.00,416456852.00
225000000.00,417341288.00
90000000.00,418047493.00
155000000.00,418186950.00
19000000.00,424208842.00
85000000.00,427230516.00
150000000.00,427300260.00
120000000.00,428028233.00
12000000.00,428214478.00
15000000.00,430821168.00
142000000.00,431942139.00
155000000.00,432150894.00
14000000.00,432645872.00
150000000.00,433005346.00
170000000.00,433058296.00
36000000.00,433375769.00
80000000.00,434439515.00
98000000.00,435040395.00
65000000.00,438421116.00
20000000.00,438707031.00
160000000.00,438899824.00
84000000.00,440273236.00
25000000.00,441286003.00
140000000.00,441767803.00
70000000.00,443483213.00
20000000.00,444005853.00
130000000.00,444043396.00
145000000.00,448191819.00
151500000.00,449239853.00
150000000.00,449326618.00
100000000.00,449841566.00
85000000.00,450728529.00
60000000.00,454161935.00
110000000.00,456258539.00
140000000.00,456810575.00
40000000.00,457507776.00
103000000.00,457683805.00
80000000.00,457697994.00
210000000.00,459260946.00
70000000.00,461651246.00
102000000.00,465195589.00
65000000.00,465421959.00
35000000.00,465487583.00
190000000.00,467381584.00
60000000.00,468084718.00
80000000.00,469500298.00
70000000.00,469566806.00
12000000.00,470700000.00
93000000.00,470986200.00
48000000.00,474171806.00
32500000.00,475106177.00
150000000.00,475825484.00
15000000.00,476684675.00
150000000.00,483152040.00
81000000.00,484468608.00
10800000.00,484873045.00
125000000.00,485004754.00
65000000.00,485035085.00
110000000.00,486124090.00
90000000.00,487519809.00
185000000.00,489346495.00
152000000.00,489592267.00
200000000.00,490359051.00
150000000.00,490875846.00
50000000.00,491812794.00
130000000.00,492846291.00
125000000.00,493214888.00
165000000.00,494870992.00
88000000.00,495700000.00
165000000.00,496511521.00
90000000.00,498438212.00
28000000.00,504050219.00
90000000.00,511358276.00
75000000.00,511669509.00
100000000.00,515392660.00
60000000.00,516567575.00
22000000.00,517600000.00
130000000.00,518858449.00
140000000.00,521170825.00
129000000.00,522189138.00
72500000.00,527071022.00
65000000.00,527093622.00
150000000.00,527268280.00
125000000.00,527965936.00
160000000.00,529076069.00
175000000.00,529290830.00
178000000.00,529530715.00
190000000.00,531514650.00
180000000.00,532508025.00
135000000.00,532938302.00
95000000.00,534551353.00
125000000.00,535663443.00
178000000.00,542537546.00
69000000.00,543464573.00
58000000.00,547326372.00
23000000.00,547969004.00
120000000.00,549588516.00
207000000.00,550517357.00
60720000.00,554516671.00
140000000.00,554600000.00
185000000.00,554606532.00
130000000.00,554987477.00
125000000.00,555840117.00
50000000.00,556016627.00
75000000.00,556559566.00
115000000.00,559757719.00
200000000.00,560155383.00
185000000.00,561072059.00
110000000.00,563749323.00
40000000.00,570998101.00
135000000.00,573068425.00
150000000.00,579278642.00
110000000.00,579446407.00
186000000.00,585171547.00
150000000.00,585532684.00
260000000.00,585727091.00
80000000.00,586464305.00
90000000.00,587790539.00
230000000.00,591692078.00
102000000.00,594420283.00
150000000.00,599680774.00
217000000.00,602893340.00
132000000.00,606836535.00
127000000.00,614228432.00
145000000.00,614586270.00
52000000.00,615514762.00
75000000.00,618638999.00
120000000.00,619310368.00
170000000.00,621156389.00
25000000.00,622341120.00
130000000.00,623144660.00
150000000.00,624234272.00
150000000.00,626549695.00
125000000.00,630163454.00
92000000.00,631441092.00
130000000.00,631910531.00
75000000.00,634454789.00
150000000.00,636927067.00
150000000.00,644602516.00
160000000.00,648986787.00
75000000.00,651899282.00
165000000.00,652127828.00
200000000.00,652220086.00
215000000.00,654213485.00
140000000.00,654310819.00
108000000.00,655271443.00
300000000.00,655945209.00
115000000.00,656695615.00
150000000.00,664837547.00
165000000.00,665243134.00
225000000.00,667999518.00
40000000.00,672806292.00
165000000.00,676404566.00
80000000.00,677923379.00
55000000.00,679838260.00
50000000.00,687557727.00
150000000.00,688858992.00
50000000.00,688934822.00
127500000.00,689420051.00
110000000.00,693698673.00
145000000.00,694713230.00
35000000.00,701720047.00
68000000.00,706102828.00
151000000.00,708272592.00
200000000.00,708996336.00
170000000.00,710644566.00
170000000.00,714401889.00
180000000.00,720539572.00
175000000.00,731463377.00
150000000.00,738576929.00
200000000.00,743588329.00
175000000.00,746846894.00
145000000.00,746921271.00
200000000.00,747862775.00
165000000.00,756244673.00
200000000.00,757677748.00
220000000.00,757890267.00
180000000.00,758536735.00
200000000.00,760574453.00
125000000.00,766575131.00
125000000.00,767820459.00
170000000.00,772772112.00
11000000.00,775398007.00
58000000.00,785025593.00
185000000.00,786635413.00
110000000.00,786680557.00
178000000.00,787456552.00
230000000.00,788241137.00
160000000.00,789300444.00
10500000.00,792965326.00
200000000.00,794697557.00
125000000.00,795357621.00
130000000.00,795616337.00
175000000.00,799976015.00
160000000.00,807330936.00
180000000.00,814037575.00
75000000.00,817400878.00
150000000.00,821133378.00
139000000.00,821706375.00
136200000.00,829724737.00
160000000.00,832551961.00
210000000.00,836519699.00
115000000.00,848998877.00
116000000.00,853628605.00
180000000.00,853958289.00
175000000.00,857561711.00
90000000.00,859701857.00
130000000.00,864868047.00
200000000.00,869113101.00
263000000.00,872395091.00
100000000.00,879225135.00
300000000.00,879620923.00
95000000.00,879765137.00
175000000.00,880166350.00
75000000.00,886606412.00
109000000.00,887210985.00
258000000.00,894860230.00
150000000.00,897099794.00
55000000.00,903513341.00
94000000.00,927598249.00
250000000.00,935213767.00
70000000.00,935253978.00
94000000.00,936181011.00
150000000.00,943076457.00
250000000.00,945577621.00
250000000.00,960241522.00
125000000.00,960431568.00
175000000.00,962854547.00
300000000.00,963420425.00
90000000.00,964496193.00
125000000.00,975047606.00
76000000.00,975216835.00
79300000.00,986214868.00
185000000.00,1001996207.00
200000000.00,1017003568.00
150000000.00,1023784195.00
200000000.00,1025363627.00
200000000.00,1025491110.00
115000000.00,1027044677.00
75000000.00,1034626085.00
63000000.00,1045627627.00
379000000.00,1045663875.00
182000000.00,1050959216.00
200000000.00,1056057273.00
225000000.00,1066215812.00
200000000.00,1068879522.00
55000000.00,1072797850.00
200000000.00,1073394813.00
275000000.00,1073469600.00
230000000.00,1084439099.00
210000000.00,1104054072.00
200000000.00,1110526981.00
94000000.00,1120224046.00
195000000.00,1123794079.00
160000000.00,1128764856.00
175000000.00,1129729839.00
160000000.00,1143966520.00
250000000.00,1153284349.00
74000000.00,1159631140.00
200000000.00,1215392272.00
250000000.00,1238764765.00
200000000.00,1242805359.00
160000000.00,1263204500.00
150000000.00,1268746174.00
170000000.00,1308470988.00
200000000.00,1332539889.00
125000000.00,1341656673.00
200000000.00,1346103376.00
365000000.00,1396099202.00
150000000.00,1447551752.00
225000000.00,1515100211.00
190000000.00,1518722794.00
260000000.00,1656943394.00
215000000.00,1670400637.00
300000000.00,2048359754.00
306000000.00,2068223624.00
200000000.00,2208208395.00
237000000.00,2788701337.00
400000000.00,2797800564.00
